date;conflict;similarity;knowledge;power;status;support;identity;romance;trust;fun;Close
2022-01-16;-0.18561824551740833;-0.8258054926747702;0.7294090669898458;-0.08430679544642895;-0.3210399801073997;0.6965466927108102;0.11757208524254871;0.5337065962091089;0.1828390891353274;-0.07036763655106293;42621.86586414139
2022-01-17;-0.38276023013870836;-0.6492035386615874;0.4883204554537691;-0.3301830918023403;-0.22462084678993083;0.6580667960496968;0.15432021311722244;0.5337065962091089;0.205564730015792;-0.8090932764542841;42348.844100651346
2022-01-18;-0.38276023013870836;-0.6492035386615882;0.3028676773490966;-0.08430679544642895;-0.6102973800598054;0.27326782943855277;-0.02942042625614478;0.1638698392314863;-0.13531988319119848;-0.87065374644622;41399.93242519512
2022-01-19;-0.6784732070706575;-0.07524718811874434;-0.290581212585859;0.4074457972653913;-0.4174591134248695;0.003908552810750269;-0.13966480988016453;-0.20596691774613535;0.09193652561346186;0.11431377342474235;40236.054564840204
2022-01-20;-0.727758703225983;0.49870916242409785;0.4141393442118989;1.0221365381551686;-0.27283041344866577;0.6195868993885835;-0.5071460886268968;0.16386983923148674;0.38736985705952137;0.05275330343280646;39259.32950492478
2022-01-21;0.35652221219116537;0.45455867392080257;-0.197854823533517;0.6533220936213027;-0.22462084678993083;0.3117477260996676;-0.8011311116242831;0.16386983923148674;0.3419185752985903;-0.13192810654299883;38459.86947770302
2022-01-22;-0.2841892378280583;1.116816001470237;0.02468851019208199;1.6368272790449456;0.45031308643235024;0.08086834613298147;-1.0216198788723234;0.16386983923148674;0.22829037089626017;0.4836765933763553;37685.350787782874
2022-01-23;0.25795121988051534;2.043976260039444;-0.04949260104977665;0.899198389977214;0.5467322197498181;-0.18849093049481952;-0.9848717509976503;-0.5758036747237576;-0.11259424231073209;0.422116123384417;36986.4640380862
2022-01-24;0.50437870065714;2.39718016806581;0.4512298998328311;2.005641723578814;0.2574748197974116;-0.4963301037837368;-0.6541386001255903;-0.9456404317013798;-0.4534788555177244;0.8530394133279635;36480.43752413667
2022-01-25;0.8986626698997391;2.617932610582287;0.5995921223165772;2.005641723578814;0.11284611982120876;-0.41937031046150713;-0.47039796075222384;-0.9456404317013798;-0.2943993693544614;0.9761603533118353;36670.011118983864
2022-01-26;1.4900886237636373;1.2492674669801238;0.5995921223165772;0.899198389977214;0.1610556864799446;-0.5732898971059636;-0.17641293775483755;-0.5758036747237574;-0.2943993693544614;0.6067975333602247;37114.00066158095
2022-01-27;2.229371066093511;0.1896557429010291;0.02468851019208199;0.4074457972653937;0.2092652531386776;-0.7272094837504215;0.7055421312373212;-1.3154771886790018;-0.3398506511153924;-0.37816998651073763;37348.40038147239
2022-01-28;1.2995180386297138;0.6282172620337658;0.4920295110158646;1.1368788097879285;0.18033951314343688;-0.8965210290593262;1.2494144237824862;-1.3154771886790018;-0.06562791782443583;0.10610571075914883;37794.04312216928
2022-01-29;2.350856168104922;0.21806729311803197;-0.8170831022577485;-0.16632975836481106;-0.26323884953379434;-0.835033570164803;1.8381520546937007;-0.5429722132688252;-0.5686774827972608;-0.443920211727539;38030.589004985035
2022-01-30;1.5677643958592045;-0.4981517426020971;-0.1350289961172294;1.0084125464467626;-0.4400072606158201;-1.130046111233349;2.209716458759843;-0.5429722132688252;-0.20254215750086182;-0.9022037105563908;38153.83942651546
2022-04-28;1.0978329208898276;-1.213800358574122;-0.9777609226673043;-0.4697042583905147;0.07796529278732553;-0.585063388753842;2.255010662884439;0.7471560087461359;-0.029193082877772596;-0.7332703277878243;38343.96222459959
2022-04-29;0.8021199439578776;-1.6773804878587246;-0.7366723111312278;0.6367390752110839;0.41543225939846606;-0.29646416379548657;2.255010662884439;1.671747901190191;0.08443512152455934;-0.6101493878039526;38450.390015575475
2022-04-30;0.7457936626375066;-1.1114514988619364;-0.9876356809819685;0.060366718168980954;0.6477147169360031;-0.13454875446819825;2.063156800473807;1.3019111442125695;0.41735100351372495;0.04702861652553643;38395.000779793205
