date;conflict;similarity;knowledge;power;status;support;romance;trust;fun;Mean;conflict_sd;similarity_sd;knowledge_sd;power_sd;status_sd;support_sd;identity;romance_sd;trust_sd;fun_sd;Mean_sd;event_type;period_type;event_id
2022-01-05;0.14526301573627448;2.755012537300245;0.2260527832795599;-1.3385827060871986;0.9253918582176192;1.664027324314528;-0.39872610854836044;-1.27354925722794;0.3972404560400422;44606.986391776765;0.016020854497805447;0.014433819205512429;0.05577047530656081;0.016233447415397863;0.003727452035642691;0.010386365623187812;0.0;0.0011813188964079982;0.015419921704321582;0.02038463304793174;2380.968935829488;0;0;0
2022-01-06;0.180523077463012;2.5241492350560115;-0.8940382877841783;-1.4302954065214533;0.8479202758192381;0.4744511060860582;-0.44439202966247415;-1.533154400471688;0.5327701020857365;43840.11265219825;0.01618347187425374;0.015507294750413125;0.04033343171967534;0.018068981577224967;0.003779644730092272;0.007637626158259728;0.0;0.0012198750911856665;0.011902380714238079;0.019632031648982914;2200.7053312614544;0;0;0
2022-01-07;0.3851847400942941;2.679219679582326;-0.7436791545644561;-1.4673973626062187;0.5345125106621537;0.3730408729229041;-0.6291314378059334;-1.4983054445913038;0.9045483434645069;43029.35319150051;0.017911821050170564;0.015391710817994272;0.04420595736624947;0.018052502794428733;0.0044320263021395915;0.007420210496308291;0.0;0.0017251638983558854;0.012026755886059093;0.016999649856338086;2021.037158431869;0;0;0
2022-01-08;0.5216258485151497;2.989360568634956;-0.5933200213447404;-0.9479699774194893;0.5345125106621542;0.4744511060860582;-0.813870845949394;-1.1846648416678622;1.0284744239240948;42404.34598651261;0.013801311186847083;0.014679107277903194;0.04690098486121993;0.02022933984281718;0.0044320263021395915;0.007905694150420944;0.0;0.002041241452319315;0.011801936887041642;0.015459239801429287;1281.2741610688288;0;0;0
2022-01-09;0.5443660332519582;2.7955225129770636;-0.14224262168559093;-0.9850719335042561;0.5345125106621542;0.06881017343343969;-0.9986102540928531;-1.1846648416678622;0.9045483434645069;42185.566336536656;0.013616778865306826;0.01758482841759312;0.04803892271104853;0.020310096011589902;0.0044320263021395915;0.007753647375206556;0.0;0.0022493385271060927;0.011801936887041642;0.0164389201360094;849.2837962236825;0;0;0
2022-01-10;0.33970437062067527;2.0589379014770666;-0.5386439729012084;-0.614052372656594;0.9523895308716;0.6772715724123685;-1.3680890703797723;-0.6967794593425104;0.7806222630049157;42209.22391839431;0.010379696297970148;0.014205129858108106;0.0484860068178733;0.022400573972238175;0.004008918628686365;0.006074928962939554;0.0;0.001966989481173607;0.013605846082439985;0.016547190813232436;883.764742472034;0;0;0
2022-01-11;0.33970437062067615;1.4774237345033876;-0.5933200213447425;-0.799562153080425;1.2657972960286845;0.271630639759749;-1.3680890703797723;0.10474652590628569;0.3675353281396164;42287.673071312565;0.010379696297970148;0.015118578920369096;0.048042020297711395;0.022990681342044406;0.0061961969903205245;0.006074928962939552;0.0;0.001966989481173607;0.012559382757050408;0.014638501094228;898.3126360908295;0;0;0
2022-01-12;0.15778289272620347;1.4774237345033876;0.22682070530825935;-0.4656445483175282;1.3702665510810463;0.8800920387386788;-1.552828478523232;-0.1391961652563902;-0.25209507415833154;42537.13670852192;0.012653815535997334;0.015118578920369096;0.060834964100777225;0.027500000000000007;0.006244044781877787;0.007753647375206559;0.0;0.0013363062095621205;0.014556948921555018;0.004724555912615349;869.1089734519924;0;0;0
2022-01-13;0.18052307746301288;1.4774237345033876;0.3498418143062144;-0.02042107530033251;1.3702665510810463;0.8800920387386788;-0.9986102540928531;-0.2437430328975374;0.24360924768002684;42688.973961780845;0.012886870394763364;0.015118578920369096;0.05529950916857862;0.021443447217540115;0.006244044781877786;0.007753647375206559;0.0;0.0036596252735569992;0.01539171081799427;0.011989578808281805;852.5289214159546;negative;before;6
2022-01-14;-0.046878769905078624;1.244818067713916;0.21315169319738111;0.2021906612082668;1.7881435712904936;0.9815022719018339;-0.8138708459493935;-0.2088940770171532;0.24360924768002684;42893.52081291512;0.009096048330901448;0.013758114488755883;0.0546770823410808;0.020506967457079427;0.00508850244599107;0.007867957924694429;0.0;0.0035355339059327377;0.015197117521174234;0.011989578808281805;461.1222614221885;negative;before;6
2022-01-15;0.13504270798939316;0.508233456213922;0.1994826810864944;-0.02042107530033251;1.683674316238131;0.5758613392492133;-0.8138708459493935;0.1395954817866699;0.40884402162614686;42859.071500265054;0.008273595406616213;0.01312712567820651;0.0545517447671736;0.019932923231965473;0.005345224838248485;0.006986381310057715;0.0;0.0035355339059327377;0.017643965648615496;0.01116702202703931;525.6703223511867;negative;before;6
2022-01-16;-0.001398400431460678;0.23686017829287287;-0.12857360957470845;0.16508870512349857;1.4747358061334082;0.5758613392492133;-0.2596526215190141;0.3835381729493458;0.49146140859920767;42648.84742926832;0.009667077166981793;0.015989207669699024;0.053693907608645064;0.01897680288191475;0.006267831705280085;0.006986381310057715;0.0;0.0037796447300922726;0.017702905330562468;0.010451133454137436;594.65883016457;negative;before;6
2022-01-17;-0.1833198783259351;0.08178973376655797;-0.18324965801824264;-0.31723672397846253;1.7881435712904936;0.6772715724123685;0.10982619476790477;0.3835381729493458;0.07837447373390845;42460.303170840736;0.010493762319542367;0.01610050280196835;0.055159401046508134;0.018976802881914747;0.007133922984085063;0.007175520555199823;0.0;0.0034503277967117716;0.017702905330562468;0.014709488353408079;537.0260545017195;negative;before;6
2022-01-18;-0.2515404325363607;0.004254511503399764;-0.1559116337964734;-0.16882889963939823;1.0568587859239618;0.3730408729229041;-0.25965262151901497;-0.10434720937600736;0.11968316722043884;41854.77807833126;0.01040832999733064;0.016484119341845065;0.055159401046508134;0.017878558586834046;0.005850315416812197;0.00859124692984224;0.0;0.004295623464921123;0.01583959775824048;0.014709488353408079;1601.9668487018453;negative;before;6
2022-01-19;-0.2742806172731701;0.46946584508234446;-0.6479960697882766;-0.5027465044022965;0.43004325560979184;0.17022040659659382;-0.2596526215190141;0.20929339354743423;0.8632396499779764;40757.946050760955;0.010842486975298762;0.025570863255256905;0.033695944365259606;0.010648608225625416;0.007216878364870323;0.0074801324154309505;0.0;0.004295623464921123;0.013951446417589;0.02113589814690141;2748.2430296395064;negative;during;6
2022-01-20;-0.16057969358912483;0.9346771786612862;-0.26526373068354175;-0.4285425922327615;0.22110474550506917;-0.03260005972971545;0.6640444191982842;0.5577829523512573;1.1110918108971557;39692.97805687038;0.01427827187088995;0.029037127301177062;0.025860201081971502;0.009834947405868048;0.007460211920901572;0.008380817098475253;0.0;0.0082194600680047;0.011624071903556316;0.024022558842332623;3124.383901524569;negative;during;6
2022-01-21;0.33970437062067615;0.6245362896086579;-0.7163411303426891;-0.5398484604870618;-0.3012415297567395;-0.7424716918718;0.4793050110548245;0.3486892170689643;1.152400504383686;38662.39721596289;0.025605756421257352;0.029525009576225215;0.03696040352284365;0.009651671456528245;0.007359800721939874;0.00862581949177942;0.0;0.008416254115301733;0.015391710817994264;0.023954321610296623;3258.0842196163535;negative;during;6
2022-01-22;0.24874363167343935;1.089747623187601;-0.42929187601414;-0.24303281180893038;0.32557400055743;-0.03260005972971545;0.6640444191982842;-0.10434720937600736;1.5654874392489853;37897.92418271452;0.025675400493004787;0.02822633859493985;0.04947040962607273;0.013104434000604173;0.00994029797388005;0.011964729913573556;0.0;0.0082194600680047;0.013801311186847078;0.024446248129703817;2969.507502656254;negative;during;6
2022-01-23;0.49888566377834026;1.9426350680823308;-0.34727780334883873;-0.5769504165718272;0.3255740005574305;0.17022040659659382;-0.07491321337555489;-0.24374303289753876;1.524178745762455;37289.28837115922;0.025029744210400866;0.026180463454008363;0.04912629496657424;0.015536056372807347;0.00994029797388005;0.011889871640141771;0.0;0.008643053913541265;0.012724180205607031;0.024742723798167023;2404.876286178091;negative;after;6
2022-01-24;0.47614547904153176;2.252775957134962;-0.10123558535294139;-0.28013476789369574;-0.301241529756739;-0.438240992382335;0.29456560291136485;-0.6619305034621262;1.7307222131951037;36481.556540893056;0.02540739487404631;0.024342545549090072;0.04455133475633952;0.014910446960820082;0.008164965809277263;0.011964729913573554;0.0;0.008947598773387406;0.012149857925879116;0.022005140092173695;1179.504938665439;negative;after;6
2022-01-25;0.885468804304095;2.4853816239244324;-0.14224262168558882;0.12798674903873322;-0.40571078480910133;0.17022040659659382;0.29456560291136485;-0.5225346799405989;1.772030906681634;36289.55883456932;0.026942398875060444;0.021746647251166505;0.044621423426101356;0.016375431655524755;0.0082194600680047;0.011352050370706059;0.0;0.008947598773387406;0.012198750911856664;0.02178083473847505;882.147262592466;negative;after;6
2022-01-26;1.29479212956666;1.244818067713916;-0.14224262168559093;0.23929261729303358;-0.09230301965201583;-0.6410614587086453;0.6640444191982842;-0.6270815475817447;1.317635278329806;36642.75007125538;0.02366054582150273;0.022815251790977775;0.044621423426101356;0.017482984925485754;0.00759855876058712;0.011352050370706055;0.0;0.008947598773387406;0.011521201987557341;0.018354965592579077;1008.1613992947828;negative;after;6
2022-01-27;1.7950761937764619;0.23686017829287287;-0.5113059486794412;0.27639457337779894;-0.19677227470437766;-0.1340102928928701;-0.2596526215190141;-0.7664773711032734;0.45015271511267885;36963.16215586146;0.03241747764929991;0.02230070466535594;0.04989274210028667;0.01716516405813989;0.00783003983447874;0.010745984853711194;0.0;0.005563486402641867;0.009728456051340168;0.01389801287611875;980.9590373998676;negative;after;6
2022-01-28;1.340272499040279;0.3919306228191863;-0.1832496580182384;0.3505984855473311;0.3255740005574305;0.06881017343343969;0.6640444191982842;-0.4528367681798318;0.5327701020857365;37316.680224699674;0.0313913470030623;0.021923840035558587;0.04101393491415881;0.01679710859472122;0.007830039834478738;0.010088890637018235;0.0;0.006196196990320525;0.007196229171289243;0.01421560175769334;629.0800477236836;positive;before;2
2022-01-29;0.7945080653568583;0.23686017829287287;-0.10123558535293925;0.8700258707340603;-0.09230301965201583;-0.9452921581981096;0.6640444191982842;-0.5225346799405989;0.2849179411665572;37602.73716927202;0.044155434330922186;0.02134607134591191;0.04586470787622467;0.025059453116063623;0.004940117600296772;0.005773502691896244;0.0;0.006196196990320525;0.008091735937126872;0.011032959280093048;705.8263836075561;positive;before;2
2022-01-30;0.4079249248311035;-0.07328071075975694;0.3498418143062144;1.5007591241750886;-0.3012415297567395;-1.2495228576875745;1.4030020517721227;-0.48768572406021465;-0.08686030021221156;37636.09644784;0.046445052020025315;0.01706953565915157;0.05375207637185472;0.02050696745707943;0.0057735026918962614;0.005372992426855582;0.0;0.005146658647908877;0.008504200642707615;0.015905225257008833;711.1821420363902;positive;before;2
