date;conflict;similarity;knowledge;power;status;support;identity;romance;trust;fun;conflict_sd;similarity_sd;knowledge_sd;power_sd;status_sd;support_sd;identity_sd;romance_sd;trust_sd;fun_sd;conflict_n_posts;similarity_n_posts;knowledge_n_posts;power_n_posts;status_n_posts;support_n_posts;identity_n_posts;romance_n_posts;trust_n_posts;fun_n_posts;event_type;period_type;event_id;closing_price
2022-02-11;1.288130839163484;0.08377337290060262;0.24645998912998524;-0.8374516234137613;-1.4895059199508534;-1.9698636040211044;-0.16630345052220358;-0.8542304825138907;-0.603254268366666;0.329164289133809;1.7164440598391035;-1.3234848568625515;0.3661408168890009;-0.46614713242027156;0.49067681690850834;0.20161061069169894;0.4081950024359456;-0.5248473673959829;-0.8991916333440455;-0.3429277922635662;6;11;158;4;4;10;8;0;32;8;positive;after;2;42407.93793801922
2022-02-12;1.4504905816129132;0.3447510365917757;0.40637400711448063;-0.22866237929066183;-1.6821111303792375;-2.204686710654001;-0.07164921544794554;-0.8542304825138907;-0.603254268366666;0.23762347720430302;1.4795099075108349;-0.9517258251693482;0.4599991585323503;-0.33787327960650415;0.5708654059019215;-0.08065988314803554;0.3383251640963394;-0.5248473673959829;-0.8991916333440455;-0.40053379035033;26;20;249;8;17;34;13;0;51;31;positive;after;2;42244.4699868886
2022-02-13;2.0593396157982715;0.47523986843736393;-0.25612692453555896;-0.533057001352212;-2.40438066948568;-2.7917444772362416;1.0642016054431362;-1.2003744619670045;-1.0551587983922852;-0.2200805824432305;1.2230989384066207;-1.1063406633176676;0.20518696617495066;-0.6109494634319497;-1.1936490869385903;-1.3309195426697338;0.40058193900960787;-0.9189375443871434;-0.6038223560536358;-0.830270916704555;25;18;250;11;12;26;27;0;58;22;positive;after;2;42197.51534052756
2022-02-14;2.4652389719218437;0.6492249775648107;-0.18759234539934566;-0.07646506825988748;-1.8747163408076226;-2.2927453756413363;1.4901456632772927;-0.508086503060777;-0.8041007261558307;-0.5404734241965032;1.5363808217037778;-1.026463371813525;0.16991187738891936;0.6482989978737669;-0.7324172353267371;-0.7241828033710449;1.1118952557565198;-0.5763433088101624;-0.6557383485474831;-1.0373143844323915;46;27;240;8;11;30;21;2;49;24;positive;after;2;42586.91968609005
2022-02-15;3.0334980704948453;0.7362175321285352;-0.7701362680571375;0.5323241758632113;-1.3450520121295642;-1.9405107156919918;2.152725308797091;-0.508086503060777;-1.1806878345105123;-0.08276936454897063;0.7976669835609215;-1.0382606128917349;-0.8385833024418045;0.4906419526343147;-0.705256195015601;-1.296153195874836;1.002810800679334;-0.5763433088101624;-0.6905978484174515;-1.7637269269171987;7;14;146;8;5;17;8;0;36;14;positive;after;2;44575.20333414411
2022-02-16;2.7899584568207008;0.8232100866922608;-0.347506363383841;0.8367187979247614;-1.393203314736661;-2.057922269008439;2.200052426334219;-0.508086503060777;-1.0551587983922852;0.3291642891338108;1.0075578815009603;-1.1348590934603526;-0.6215952282853273;0.1342185313315131;-0.7583017438533426;-1.2934525644829327;0.886633597013107;-0.5763433088101624;-0.7264084050601756;-0.39140780601409186;29;21;248;12;11;28;32;1;44;24;positive;after;2;43961.85938827947
2022-02-17;2.487754508724628;0.8962572699137084;-0.3412574513760842;1.126203505292456;-0.8738308675318754;-1.6312223936287524;1.7986751165346035;0.18420145584545056;-1.0810950776106065;0.5858512477758373;1.2673495683070042;-1.295272928515711;-0.6252998081848409;0.017943882429361416;-0.16598969213180154;-1.1633943466872778;0.9805788824849757;-0.47462352003977887;-0.7395273329502774;-0.5303163427258323;37;26;257;23;19;42;34;2;60;23;0;0;0;40538.0128343685
2022-02-18;1.3512363115786243;1.200731210886744;0.5268472176825847;1.582795438384781;-0.8256795649247787;-1.8660455002616494;1.467385293774704;-0.508086503060777;-0.5036615114667582;0.21968800005780972;-0.013074999483885314;-0.58986220133049;-0.13238083717623775;-0.6729472354954535;-0.23896832384007932;-0.6802809413824006;1.3676281822164955;-0.5763433088101624;-0.42849446815242453;0.11197556635614148;26;24;265;16;19;32;30;0;49;26;0;0;0;40030.97559908853
2022-02-19;1.594775925252768;1.548701429141641;0.8466752536515647;1.582795438384781;-0.729376959710588;-2.0421628302363217;1.3727310587004489;-0.508086503060777;-0.7547195837032146;-0.4210976834487376;-0.34927074810140885;0.022206935549298604;0.3389619574018233;-0.6729472354954535;-0.41884015773518674;-0.6239848016916741;1.5055805113871954;-0.5763433088101624;-0.787133990616395;0.7001564455984329;10;11;143;6;8;15;7;0;28;20;0;0;0;40122.15476569747
2022-02-20;1.4730061184156966;1.4617088745779172;1.0065892716360565;1.7349927494155561;-0.48862044667510535;-1.895398388590762;1.1360954710148048;-0.508086503060777;-0.3028150536775954;-0.00916402976595616;-0.452058155114211;0.14505456939449085;0.1588821184160171;-0.8452901514635257;-0.7112895809826525;-0.6866241427187104;1.1591580561435226;-0.5763433088101624;-1.2765652668652347;0.9616734716366631;18;20;255;15;23;41;19;2;58;28;0;0;0;38431.3781154647
2022-02-21;0.7282964707299101;1.3224306395510215;1.5746924021442508;1.2464630386198818;-0.7049270754852222;-1.9115196640461278;1.3906319891678587;-0.4829776133595149;0.011983150888324752;-0.018412971903911775;-1.7160559632324794;0.18415235571232128;0.10824850787568265;-2.2314814211879197;-0.7470648467447051;-0.7243635460487416;1.862415163742565;-0.541765634364811;-0.9260739490318949;0.9663151695404455;9;17;158;7;6;11;7;0;36;8;0;0;0;37075.279353375714
2022-02-22;0.7282964707299101;1.496415748678469;1.997322306817551;1.3986603496506569;-0.8493809833065106;-1.676696557413232;1.2013235190193443;-0.4829776133595149;0.3885702592430064;-0.5676578434809522;-1.7160559632324794;0.19653158432778522;-0.028539437969923497;-1.9516626934410375;-0.8599236550792002;-0.5539594790518445;1.6653257712389977;-0.541765634364811;-1.4179336659511204;1.4166040044836687;10;18;160;8;6;14;7;0;31;7;0;0;0;38286.02708796957
2022-02-23;0.7688864063422662;1.0179566985779858;1.4147783841597625;0.9420684165583317;-0.8975322859136072;-1.2657561208056627;1.8639031645391433;-0.13683363390640096;0.18772380145384168;-1.2084435269874987;-1.7255356929784664;1.0127771585175194;0.7161844045546824;-0.5525256464521879;-0.8582139164439065;-0.33287546569437415;1.4273935894403125;-0.6509829259153656;-0.9424957977892561;0.22339747222808062;26;19;262;14;16;33;27;1;62;33;0;0;0;37296.5720003887
2022-02-24;1.3777354405276252;0.6264902030412269;1.3233989453114805;0.48547648346600797;-1.1382887989490882;-0.7961099075398698;2.1951929872990417;-0.8291215928126284;0.2630412231247792;-1.6661475866350322;-1.0048623191815986;1.536297076292799;0.8358807098677614;-0.23523184582044795;-1.6507562041366461;0.7071499017240765;1.303553542501352;-0.8728438612407898;-0.9900761403278181;0.04433290628291448;9;11;148;8;7;20;19;1;35;11;positive;before;3;38332.60983070036
2022-02-25;1.702454925426483;0.32201626206819195;0.5580961449571246;0.10498320588907102;-0.7049270754852232;0.11382963066260479;2.8104455152817116;-0.8291215928126284;-0.2139691141244858;-1.2999843389170063;-1.1848341303946655;1.1544863374137044;0.7415802302970014;-0.030674631853282123;-1.3161544004346184;0.3136558110464014;0.5940099468196565;-0.8728438612407898;-1.0621999961972892;-0.051205309627503054;13;14;151;9;8;20;13;0;32;7;positive;before;3;39214.22062504251
2022-02-26;2.6360234445106987;-0.460916729005329;-0.24147394496533456;-0.5799046937494153;-0.41601925984264465;0.17253540732082848;3.094408220504484;-0.8291215928126284;-0.7662968730446883;-0.796509873304719;0.053600890986258205;0.23123691597959192;0.2103455705461596;0.08803092678723386;-1.6261064877241689;0.17267778585903698;-0.1729668481605619;-0.8728438612407898;-0.34898351561843705;-0.43010953982697964;21;11;235;6;15;44;28;1;48;26;positive;before;3;39105.14781555144
2022-02-27;2.5548435732859835;-0.5479092835690536;-0.37854310323775764;-1.1125952823571266;-0.6567757728781274;0.37800562562461193;2.5738099275960704;-1.1752655722657424;-0.7914026802683342;-1.5288363687407722;0.09313827714504685;0.2582399554643585;0.25968376670338456;0.15283068672904013;-1.1316953819126667;-0.08643767327115431;0.5664910393993402;-0.8684001954517075;-0.36462516466360156;-1.0803427801792191;33;11;247;9;18;57;26;0;61;18;positive;before;3;37709.78375343292
2022-02-28;2.853063929235842;-0.7131049895151945;-0.7867322157614566;-1.0045588491383899;-0.5367717492822021;0.15930379444708204;1.5620395288489612;-1.2003744619670045;-1.2568357281761253;-1.3822762087085576;-0.24397882446943048;0.1875903537448864;-0.3533785728071078;0.3860839568154607;-1.175983003812471;0.13840130096865647;-0.6406243294502552;-0.9189375443871434;-0.9295151105397618;-0.919692634971324;26;27;249;9;21;53;27;0;53;24;positive;during;3;43193.2340330233
2022-03-01;2.4065746374999124;-1.1045714850519532;-1.506345296691668;-1.7655454042922638;-0.29601523624672216;0.21800957110530686;1.6093666463860903;-0.8542304825138909;-1.0810950776106065;-1.0161129609905302;0.37361657522441954;-0.3455650376789761;-1.3451224537293547;-0.43747527850755347;-0.9679917274100008;0.11981730288006871;-0.5831435023857034;-0.9189375443871434;-0.5570124940897548;-1.4717138318740226;43;18;250;7;18;30;20;0;40;25;positive;during;3;44354.63750736122
2022-03-02;2.083619932410288;-1.0156877879977135;-0.912875571562887;-1.229546178488231;-0.49490105136298906;-0.11635811333936096;1.0044026222158389;1.0570862735967808;-0.4305272034674432;-1.0121329256892468;0.8662917546739117;-0.4890850988897945;-0.8610691168972933;-0.4637180942505273;-0.5888712255317189;0.3431594158013002;-0.4549195832566163;2.4444834289098765;-0.21085627463936757;-1.4656721997067501;24;17;250;7;11;40;16;0;61;17;positive;after;3;43924.11643805577
2022-03-03;1.1188283859319512;-0.6911386421253571;-0.5007894482951585;-1.6802843688486024;-0.47267737323663556;-0.25409089703750143;0.5020070668217071;1.0570862735967808;-0.4170086918854807;-1.413504177995546;1.2777919079568476;-0.8680925760470449;-0.6642705463991605;0.1333794929539626;-0.5745718633325342;-0.0020803632361497903;-0.47738521914002824;2.4444834289098765;-0.20701294006154566;-0.3624668794015487;26;19;271;18;17;34;18;2;54;26;positive;after;3;42451.7895866188
2022-03-04;0.38820954490952153;-1.4305753559170145;-0.23807356160635026;-1.604185713333215;-0.3282234654153482;-0.283443785366615;0.07606300898755061;1.0570862735967808;0.31105971760023876;-1.413504177995546;1.6724454354166227;-1.1439431516369243;-0.7104137256267758;0.1365221347970341;-0.25656786724546987;-0.07094471118230392;-1.0106382573157189;2.4444834289098765;0.34871859539880856;-0.3624668794015487;15;19;239;8;21;42;27;1;71;22;positive;after;3;39137.60363875836
2022-03-05;-0.5761867733739534;-1.4206648117262106;-0.07468943834913869;-1.2121331463109026;-0.17096984424280565;0.38164064639427914;0.27974933762835613;1.4076118224100604;0.9339379727691672;-1.4917194286948086;-0.3895691964121094;-1.1363485659803976;-0.8145971045405349;0.1057597430981827;-0.12990853466498214;-0.16533143145082915;-0.7411879955198234;2.3068878624095954;-0.713020090145992;-0.42385935221886506;6;6;132;6;5;15;7;3;34;12;positive;after;3;39400.584138040096
