,Date,Open,High,Low,Close,Volume,Market Cap
0,2022-09-18,33.748274628600186,33.95471487104433,30.979143450493304,31.059854351307422,694870048.72,10998783712.55
1,2022-09-17,32.21224495262979,33.84818008989076,32.21224495262979,33.75077789062602,501302380.48,11947252004.49
2,2022-09-16,33.0445931869151,33.20312356210563,31.64116515427001,32.20885742386185,765952525.44,11401260515.46
3,2022-09-15,34.09429255241698,34.71526818299566,32.72189361265163,33.0476821878525,1139377802.54,11698209082.79
4,2022-09-14,33.018278406307225,34.28319738513654,32.870454234422546,34.09156989916533,1003604223.61,12062868030.95
5,2022-09-13,37.4216083687523,38.87038545817552,32.870454234422546,33.430816611160424,1785181627.34,11815911870.7
6,2022-09-12,34.967442070597436,38.16907828168894,34.50792392635179,37.42418258450047,1701399969.79,13226280441.44
7,2022-09-11,35.12284010644147,35.89951989945786,34.1244339615971,34.96596255772795,757216095.72,12352902118.72
8,2022-09-10,34.7328555642083,35.362141732161504,34.36941743549456,35.12672680070122,731145105.85,12403867342.36
9,2022-09-09,33.60664510040985,35.79993298522725,33.60639836317977,34.73976462168876,1186140934.03,12267250689.15
10,2022-09-08,32.708031152680654,33.796050801476355,32.10250099402821,33.60864531617632,978070645.99,11863418423.13
11,2022-09-07,30.88389888925162,32.8968960177753,30.488949640784412,32.710919630590915,779212909.2,11546558098.3
12,2022-09-06,32.199669222777295,33.78529866970868,30.64054645902045,30.891743167443924,1196204018.72,10811183863.52
13,2022-09-05,32.10802746963588,32.37053291747703,31.211068708908257,32.19465039453439,512588616.47,11262941461.85
14,2022-09-04,31.10893975317547,32.13935170274111,31.08186609523799,32.10695658913918,392954662.9,11232288701.6
15,2022-09-03,31.22819267690313,31.232312763084074,30.85836760055217,31.109482876039838,314531753.17,10879255849.53
16,2022-09-02,31.584987000988985,32.35883054532717,30.843948814732336,31.227931482555793,659575995.22,10920704686.95
17,2022-09-01,31.475082368056295,31.709313708087826,30.511266115337335,31.5856780001861,666487073.58,11045834220.48
18,2022-08-31,31.416514771721683,32.87642276733208,31.237884722070493,31.47295640451085,769308936.55,11000112739.2
19,2022-08-30,32.460041770873374,33.07263595891836,30.79652536853399,31.41205574748594,861409804.42,10978850937.97
20,2022-08-29,30.393859135578847,32.52074656522558,30.119162210899788,32.465298761924586,891913483.95,11346995761.15
21,2022-08-28,31.538863824332957,32.12961341799086,30.388780083751026,30.392286778037917,562501615.01,10618466610.71
22,2022-08-27,31.713828480005056,32.20508452233518,30.9530189205051,31.542432050718666,764882265.49,11020331826.17
23,2022-08-26,35.313257097150924,35.58013206609434,31.49932588620115,31.726363051182513,1315871629.36,11084618357.38
24,2022-08-25,34.959102077280356,36.42267019997459,34.933644886706794,35.31646522996922,828503624.09,12334274836.21
25,2022-08-24,35.64565616897747,36.28606664173555,34.43351618877961,34.95791462020036,946325778.39,12209076679.09
26,2022-08-23,35.475305894976636,36.05042236259408,34.31291622884464,35.64625149969361,854779221.43,12449504399.49
27,2022-08-22,36.52580631232133,36.52580631232133,33.90044207010566,35.47438080388262,1139846769.99,12384788098.88
28,2022-08-21,35.264178114967294,36.98236804195709,34.78230491680648,36.53319832507117,982071274.97,12754468528.38
29,2022-08-20,35.876611783754456,37.22320753120361,34.358338957426106,35.2697335733357,1203622743.23,12313396664.42
30,2022-08-19,39.54132859066167,39.54132859066167,35.75502660935144,35.89025673016806,1821467945.41,12518976237.59
31,2022-08-18,40.426508052077764,41.60730525738275,39.52593714669144,39.54523201792963,885648540.06,13793882541.16
32,2022-08-17,43.153056897990496,44.63308847192555,40.28677108070893,40.403055134252156,1336772690.92,14094071905.93
33,2022-08-16,43.80609519046727,44.187120775279276,42.78215265086398,43.15880401744926,1131452044.68,15055409667.57
34,2022-08-15,44.92244092716158,47.127539184446135,42.90903141465164,43.82322387054463,1364253428.91,15287214697.61
35,2022-08-14,46.505985390211805,47.96087617964544,44.69403951441753,44.916570265792,1061034921.66,15662657782.88
36,2022-08-13,45.34074268144022,48.18428459165541,45.34074268144022,46.485348831457785,1416039040.17,16209730478.88
37,2022-08-12,42.820530619423515,45.37518395652223,42.23114182296072,45.334756753944646,1128246062.89,15808543966.16
38,2022-08-11,42.37364947297439,45.1247708428568,42.37364947297439,42.82178934522521,1735349567.9,14926562728.09
39,2022-08-10,40.37052512861601,42.611815273724304,39.25737234304808,42.365866425136986,1389333742.4,14760621904.89
40,2022-08-09,42.17539239511583,42.702393944872185,39.94392726529675,40.372624430622,895263875.12,14066091186.82
41,2022-08-08,40.609640705438814,43.53985540798432,40.60379787976925,42.170552859627776,1117550362.7,14692531939.71
42,2022-08-07,40.06004707154964,41.4940683689426,39.33648331441149,40.60559195202153,614104051.26,14089000374.03
43,2022-08-06,40.56116833338932,40.84541388194981,39.95309674826483,40.05700469049194,650997770.07,13878612969.51
44,2022-08-05,38.82399166525089,41.17465405790031,38.7957201930494,40.56103331006415,1198859110.6,14047846392.7
